u4119,j156397,0
u4119,j221261,0
u4119,j67641,0
u4119,j126494,0
u4119,j150712,0
u4119,j190070,0
u4119,j176155,0
u4119,j253907,0
u4119,j97952,0
u4119,j164514,0
u4119,j214242,0
u4119,j263570,0
u4119,j221261,0
u4119,j207163,0
u4119,j57985,0
u4119,j78457,0
u4119,j132650,0
u4119,j254577,0
u4119,j176344,0
u4119,j196843,0
u4119,j231981,0
u4119,j18164,0
u4119,j67641,0
u4119,j87043,0
u4119,j160864,0
u4119,j110520,0
u4119,j230945,0
u4119,j205631,0
u4119,j173797,0
u4119,j226632,0
u4119,j134922,0
u4119,j248355,0
u4119,j17689,0
u4119,j52654,0
u4119,j92133,0
u4119,j68298,0
u4119,j174316,0
u4119,f06e5c5549f3b8aed96729671c8d5e79,0
u4119,j35529,0
u4119,j128041,0
u4119,j7046,0
u4119,j263265,0
u4119,j170706,0
u4119,j80790,0
u4119,j146381,0
u4119,j149047,0
u4119,j197680,0
u4119,j126494,0
u4119,j235449,0
u4119,j165343,0
u4119,j52876,0
u4119,j40063,0
u4119,j215671,0
u4119,j56105,0
u4119,j23306,0
u4119,j87894,0
u4119,j242546,0
u4119,j210219,0
u4119,j91071,0
u4119,eed4fe4b950f627857377caee7a5e7b8,0
u4119,j176155,0
u4119,j222727,0
u4119,j241018,0
u4119,j97849,0
u4119,j179390,0
u4119,j14813,0
u4119,1600d7c52698707cec8c812bcb2e0362,0
u4119,j257202,0
u4119,j253907,0
u4119,j126663,0
u4119,j166537,0
u4119,j54193,0
u4119,j261390,0
u4119,j97952,0
u4119,j263556,0
u4119,j263570,0
u4119,j78457,0
u4119,j111529,0
u4119,j21903,0
u4119,j132650,0
u4119,j231981,0
u4119,j18164,0
u4119,j67641,0
u4119,6616a14f8be0720b2ebb5b0c5deda3f9,0
u4119,j169443,0
u4119,j254071,0
u4119,j230945,0
u4119,j205631,0
u4119,j116560,0
u4119,j24156,0
u4119,j235260,0
u4119,j17689,0
u4119,j68298,0
u4119,bec72f6058ad769efe22b4f78509b5e2,0
u4119,j188912,0
u4119,j160934,0
u4119,j37158,0
u4119,j35529,0
u4119,j7046,0
u4119,j185649,0
u4119,j263265,0
u4119,j171752,0
u4119,j61455,0
u4119,j197680,0
u4119,j126494,0
u4119,j150712,0
u4119,j165343,0
u4119,j229525,0
u4119,j141537,0
u4119,j210148,0
u4119,j135684,0
u4119,j209131,0
u4119,j147542,0
u4119,j229084,0
u4119,eed4fe4b950f627857377caee7a5e7b8,0
u4119,j176155,0
u4119,j108660,0
u4119,j97952,0
u4119,j164514,0
u4119,j221261,0
u4119,j196843,0
u4119,1600d7c52698707cec8c812bcb2e0362,1
u4119,j159640,1
u4119,j34280,1
u4119,j187096,1
u4119,j69793,2
u4119,j177522,3
u4119,j35529,1
u4119,j197680,1
u4119,j147542,1
u4119,j65307,1
u4119,1600d7c52698707cec8c812bcb2e0362,1
u4119,j26638,1
u4119,j182637,1
u4119,j258276,3
u4119,j254535,2
u4119,j185423,3
u4119,j70202,1
u4119,ab5c14fb6345741acac16d1ab49fd4ea,1
u4119,aa457ab54fd73b6f8b88bdc28ef5fe4f,1
u4119,47329ebfff17ff08e8fce96bc0959ea8,1
u4119,j99092,1
u4119,j213166,1
u4119,j50494,3
u4119,j157574,1
u4119,j138617,1
u4119,j228245,1
u4119,j143002,1
u4119,j42582,1
u4119,j136512,1
u4119,j42619,1
u4119,j63476,3
u4119,j9128,1
u4119,6f9e6af8b2e0ca7a6e0785f461d31e58,1
u4119,j70988,1
u4119,j234927,1
u4119,j72123,3
u4119,j105320,2
u4119,j143713,1
u4119,j196589,1
u4119,j36785,1
u4119,j120555,2
u4119,j120119,1
u4119,1600d7c52698707cec8c812bcb2e0362,1
u4119,j214709,1
u4119,j135349,1
u4119,j97952,1
u4119,j263556,2
u4119,j263570,1
u4119,f5bd7113a8c940cbd1373266b6718507,2
u4119,8f40aee4e19028dff3a0098f23b9e192,3
u4119,j78457,1
u4119,j18164,1
u4119,j124105,1
u4119,j158674,3
u4119,j235260,3
u4119,j92133,1
u4119,bec72f6058ad769efe22b4f78509b5e2,1
u4119,j228295,1
u4119,j263265,1
u4119,j80790,1
u4119,j197680,1
u4119,j229525,3
u4119,j255469,1
u4119,j147542,3
u4119,j212921,3
u4119,j182637,1
u4119,j21875,3
u4119,j8461,1
u4119,j132073,2
u4119,j180599,1
u4119,j42582,1
u4119,j134985,1
u4119,6f9e6af8b2e0ca7a6e0785f461d31e58,1
u4119,j12974,1
u4119,j89389,1
u4119,j222727,1
u4119,j195678,1
u4119,j159640,2
u4119,j187096,1
u4119,j263570,1
u4119,8f40aee4e19028dff3a0098f23b9e192,1
u4119,j19270,1
u4119,j31148,1
u4119,j24156,1
u4119,j228295,1
u4119,j150712,1
u4119,j190070,3
u4119,j141537,1
u4119,j93533,3
u4119,j93533,1
u4119,j229084,1
u4119,j127155,3
u4119,j164378,3
u4119,j97952,1
u4119,j5284,3
u4119,j151054,3
u4119,j230945,1
u4119,j177512,1
u4119,j42582,1
u4119,j199700,1
u4119,j150712,2
u4119,j165343,1
u4119,j104830,1
u4119,j41746,2
u4119,j123812,1
u4119,j157317,1
u4119,c46ab87c1b9a000a014f89acd361c1b8,2
u4119,j164938,1
u4119,j120119,1
u4119,j253907,1
u4119,j5284,1
u4119,j221261,1
u4119,j186629,3
u4119,j154322,1
u4119,j228245,1
u4119,j63476,1
u4119,278eb8450865912dde91927ae58246b8,1
u4119,j185654,1
u4119,j19972,1
u4119,j224647,1
u4119,j143713,1
